Gene_name,logFC,PValue
KIDINS220,0.1507521,1.79E-01
FOXO3 /// FOXO3B,-0.2772774,1.79E-01
LOC100294402 /// SIGIRR,0.2426558,1.79E-01
PRPSAP2,0.1713421,1.79E-01
FBXO43,-0.0858392,1.79E-01
PIKFYVE,0.1214806,1.79E-01
TIE1,-0.0947021,1.79E-01
SWAP70,-0.1788861,1.79E-01
MAN2A2,-0.2143448,1.79E-01
EPHB1,0.0959159,1.79E-01
IPO7,0.1788867,1.79E-01
LOC100293612,-0.0767095,1.79E-01
UBE2CBP,-0.1393549,1.79E-01
OR2H2,-0.1061719,1.80E-01
GRB10,-0.2378942,1.80E-01
HMGN3,-0.1597443,1.80E-01
OR5H6,-0.0791141,1.80E-01
MPI,-0.1560077,1.80E-01
IGH@ /// IGHA1 /// IGHA2 /// LOC100126583,0.7415264,1.80E-01
KIAA0748,-0.2937873,1.80E-01
SF4,-0.1105971,1.80E-01
MTR,0.1302098,1.80E-01
VBP1,-0.1518408,1.80E-01
FTO,0.0954619,1.80E-01
SLC10A2,-0.0793243,1.80E-01
RBBP5,0.0850406,1.80E-01
HK1,0.1586253,1.80E-01
MRRF,-0.0852582,1.80E-01
SPANXD /// SPANXE,0.1503462,1.80E-01
CD164,0.1892288,1.80E-01
PM20D2,-0.1404688,1.80E-01
KHDC1,0.1857375,1.80E-01
CBX4,0.1079653,1.80E-01
BAT2,0.1086021,1.80E-01
ZMYM5,0.1369645,1.80E-01
NOSIP,-0.1085576,1.80E-01
TNKS2,0.1034619,1.80E-01
PLSCR1,0.3081135,1.80E-01
LOH3CR2A,-0.3483479,1.80E-01
DDI2,0.0950763,1.80E-01
EIF3L,-0.1386949,1.80E-01
SLC16A14,-0.1805267,1.80E-01
PALM,-0.1152207,1.80E-01
LAMP3,-0.1286221,1.80E-01
MAP2K7,-0.0891681,1.80E-01
SACM1L,-0.1095856,1.80E-01
PCDHB17,-0.2045514,1.80E-01
MEI1,-0.0884901,1.80E-01
BSPRY,-0.1378274,1.80E-01
HEATR7A,-0.1852493,1.80E-01
COL4A3BP,0.2271141,1.80E-01
PPARA,0.2014648,1.80E-01
SLC35B4,0.134457,1.80E-01
UBN1,0.1241753,1.80E-01
BRF1,-0.0956807,1.80E-01
GLYAT,0.1198816,1.80E-01
RGN,-0.3313728,1.81E-01
LINGO4,-0.1014304,1.81E-01
TBC1D14,-0.1207059,1.81E-01
STIM2,-0.214689,1.81E-01
CDK19,-0.1566579,1.81E-01
ZNF365,0.0873744,1.81E-01
SPRR1B,-0.0712021,1.81E-01
IARS,-0.1494744,1.81E-01
ATRX,-0.2201554,1.81E-01
HOXD13,-0.0875448,1.81E-01
RTDR1,-0.1211917,1.81E-01
INTS7,-0.2132644,1.81E-01
MAGEB4,-0.0946712,1.81E-01
TFDP2,-0.2245603,1.81E-01
KCNIP4,-0.0982826,1.81E-01
GRK1,0.099654,1.81E-01
DENND1B,-0.0945448,1.81E-01
EFCAB1,-0.0840037,1.81E-01
LOC442381 /// LOC650293 /// MGC72080 /// OR7E125P /// OR7E87P,-0.0927763,1.81E-01
ENDOG,-0.1657515,1.81E-01
IL1RAPL2,-0.0837307,1.81E-01
BARHL2,-0.0780342,1.81E-01
GPR162 /// LEPREL2,-0.1504761,1.81E-01
ITIH4,-0.2293876,1.81E-01
WDFY3,0.2185817,1.81E-01
GSDMD,0.2358918,1.81E-01
G0S2,-0.0838166,1.81E-01
CTSL2,0.1394395,1.81E-01
DUSP3,0.2134831,1.81E-01
DIP2C,0.1694921,1.81E-01
AGPAT5,-0.1682421,1.81E-01
WFDC2,-0.5693814,1.81E-01
CORO1C,0.2307376,1.81E-01
KCNC2,-0.0954069,1.81E-01
KLHL10,-0.0861978,1.81E-01
CIRBP,0.2328244,1.81E-01
TRAK1,-0.1511689,1.81E-01
C3orf1,-0.091866,1.81E-01
DCLK2,-0.2267394,1.81E-01
AKT1,0.1258178,1.81E-01
SURF1,0.1035807,1.81E-01
POFUT2,0.1078535,1.81E-01
BLZF1,-0.0812869,1.81E-01
GPR64,-0.0899621,1.81E-01
DFFB,-0.1359696,1.81E-01
ATPAF2,-0.174649,1.81E-01
C7orf46,0.1367097,1.81E-01
MCM10,-0.0868366,1.82E-01
NIPAL2,-0.1354615,1.82E-01
LUC7L2,-0.1413078,1.82E-01
GRID1,-0.0803274,1.82E-01
HCLS1,0.1326424,1.82E-01
TTC22,0.0840502,1.82E-01
ACP6,0.3077993,1.82E-01
BASP1,-0.3448282,1.82E-01
RUSC2,0.1103226,1.82E-01
ITGAD,-0.0878732,1.82E-01
VWA3B,-0.0797255,1.82E-01
ENTPD6,-0.1427571,1.82E-01
FGL2,0.312751,1.82E-01
TRAPPC9,-0.1734846,1.82E-01
ZNF687,0.1190484,1.82E-01
CSAD,-0.1290883,1.82E-01
SAPS1,0.1506705,1.82E-01
MIG7,-0.0954698,1.82E-01
ARL 1.00,-0.1835825,1.82E-01
DNAJA1,0.1956865,1.82E-01
PHC2,0.1898725,1.82E-01
DSCR8,-0.0751884,1.82E-01
ITGB1,0.1891693,1.82E-01
FBXL18,0.167724,1.82E-01
RECQL5,-0.161166,1.82E-01
OR51B5,-0.1124009,1.82E-01
YIPF5,-0.1173039,1.82E-01
SRPK2,-0.1254611,1.82E-01
1-Dec,0.0800877,1.82E-01
C14orf156,-0.1148401,1.82E-01
---,-0.0791448,1.82E-01
C18orf54,0.1761538,1.82E-01
CRYZL1,0.1599727,1.82E-01
CCR3,-0.106492,1.82E-01
ZBTB4,0.1461149,1.82E-01
APC2,-0.4950305,1.82E-01
CCDC107,0.1948193,1.82E-01
FAM108A1 /// FAM108A4,-0.1043836,1.82E-01
ACR /// LOC645529,-0.1017051,1.82E-01
GNPDA2,0.113736,1.82E-01
XPNPEP3,-0.0915637,1.82E-01
PCNX,0.1566721,1.82E-01
---,0.078858,1.82E-01
CS,0.1761235,1.82E-01
ATL1,0.2721841,1.82E-01
HERPUD2,0.1023691,1.82E-01
PLK2,0.1721671,1.82E-01
POTEA,-0.075153,1.82E-01
TOMM5,-0.1189397,1.82E-01
HOXB7,0.1963915,1.82E-01
LRRC50,-0.5342936,1.82E-01
UBL4A,0.1090247,1.82E-01
---,-0.0775939,1.82E-01
C20orf26,-0.0738708,1.82E-01
C20orf11,0.1271545,1.82E-01
SH2B1,0.1374998,1.82E-01
COPS2,-0.1436954,1.83E-01
KDM4B,-0.088208,1.83E-01
MICB,0.1045727,1.83E-01
LOC100291682,0.387353,1.83E-01
GATSL1 /// GATSL2,0.1173014,1.83E-01
CHRDL1,0.3705213,1.83E-01
CHID1,-0.1336125,1.83E-01
SPATA22 /// TRPV3,-0.1247139,1.83E-01
ANAPC11,0.0975903,1.83E-01
C14orf93,-0.2013683,1.83E-01
GRIA3,-0.2063422,1.83E-01
CDADC1,0.2273409,1.83E-01
OR2W5,-0.0802893,1.83E-01
DUS3L,-0.1287127,1.83E-01
LOC100130691,-0.1595385,1.83E-01
PSMD2,0.1222522,1.83E-01
SKCG-1,0.1077265,1.83E-01
LMNB1 /// PCIF1,0.1411414,1.83E-01
FOXO4,0.104774,1.83E-01
IFT140,0.1196386,1.83E-01
POLR3H,0.264365,1.83E-01
IL1F5,-0.0965145,1.83E-01
BDNF,0.6639104,1.83E-01
UBTD2,-0.1503105,1.83E-01
CCDC78,-0.0983657,1.83E-01
C8orf45,-0.0778781,1.83E-01
USH1G,-0.0998081,1.83E-01
LSM 11.00,-0.1129011,1.83E-01
GPN3,0.1900573,1.83E-01
MPP7,-0.0803326,1.83E-01
TAPT1,-0.1314363,1.83E-01
LRRC18,-0.0881385,1.83E-01
UNC13C,-0.3887421,1.83E-01
TAC3,-0.0853737,1.83E-01
LRP11,-0.1142471,1.83E-01
XAGE3,-0.0727294,1.83E-01
CATSPER2,-0.1856018,1.83E-01
KLRAQ1,0.1359734,1.83E-01
C17orf76,-0.0979554,1.83E-01
TFRC,-0.0896839,1.83E-01
IFNAR1,-0.1832241,1.83E-01
UBASH3A,0.144001,1.83E-01
DEFB121,-0.0763172,1.83E-01
DAND5,0.1094498,1.83E-01
SCEL,-0.0884029,1.83E-01
CAPN2,-0.1251927,1.83E-01
CACNG7,-0.0987341,1.83E-01
GTF2IRD2,0.2825034,1.84E-01
HNF1B,0.0717101,1.84E-01
PHAX,0.1312808,1.84E-01
CRKL,0.0865273,1.84E-01
NOX4,-0.1334859,1.84E-01
NFIB,0.2091206,1.84E-01
COL9A2,-0.0938517,1.84E-01
OSBPL5,-0.1449858,1.84E-01
SLC25A36,-0.2105589,1.84E-01
ARVP6125,-0.1154932,1.84E-01
DPY19L1,-0.1414594,1.84E-01
TMEM161B,-0.0794875,1.84E-01
PIGN,0.1180179,1.84E-01
TSSK6,-0.0937748,1.84E-01
EBNA1BP2,-0.109023,1.84E-01
NOTCH2NL,0.2311464,1.84E-01
TCF4,-0.3128913,1.84E-01
OR5B12,0.0629214,1.84E-01
S1PR3,0.3617481,1.84E-01
TCF20,-0.1046812,1.84E-01
LRRC15,-0.0958674,1.84E-01
GPR12,-0.1032729,1.84E-01
FGF12,0.60824,1.84E-01
FAM171A1,0.2503458,1.84E-01
LOC100288831,-0.0893909,1.84E-01
LOC283867,-0.0906092,1.84E-01
CYP19A1,-0.2035909,1.84E-01
VAV3,-0.078504,1.84E-01
SDR16C5,-0.0753917,1.84E-01
XPO4,0.1128381,1.84E-01
DHX35,0.1054345,1.84E-01
KCNJ6,0.0783691,1.84E-01
SCG3,-0.3604784,1.84E-01
TOP3A,-0.1255976,1.84E-01
SLC47A1,-0.0810928,1.84E-01
FBXO3,0.1050339,1.84E-01
NSUN5P1 /// NSUN5P2 /// TRIM73,-0.1830055,1.84E-01
FBXO15,-0.1841252,1.84E-01
ZNF791,-0.209347,1.84E-01
EMG1,-0.1086452,1.85E-01
FLOT2,0.1038014,1.85E-01
SLC17A2,-0.0736811,1.85E-01
KRTAP5-3,-0.0977169,1.85E-01
USP42,-0.1567214,1.85E-01
ZNF747,-0.0979721,1.85E-01
OR4L1,-0.1059329,1.85E-01
EMR2,0.1599579,1.85E-01
LHX6,-0.0916246,1.85E-01
APIP,0.1709983,1.85E-01
---,0.0969164,1.85E-01
CTAGE5,0.1524453,1.85E-01
CBR4,-0.1519075,1.85E-01
FKBP8,-0.1754304,1.85E-01
---,-0.0848934,1.85E-01
ABCA8,0.3557274,1.85E-01
HSP90B1,-0.1809127,1.85E-01
HDAC8,0.1290551,1.85E-01
PSAT1,-0.2633094,1.85E-01
SCN5A,-0.1321593,1.85E-01
PRH2,-0.1304709,1.85E-01
ADH7,-0.0773793,1.85E-01
ABCG1,0.4652495,1.85E-01
RHBDF2,0.1134557,1.85E-01
PZP,0.0864049,1.85E-01
FANCE,-0.0917428,1.85E-01
SH2D3A,-0.0824698,1.85E-01
NECAP1,-0.1585769,1.85E-01
RBMS1,0.1196351,1.85E-01
TMC5,-0.0798509,1.85E-01
ACSM1,-0.083326,1.85E-01
ZNF619,0.0975352,1.85E-01
SCYL1,0.1352515,1.85E-01
ADAMTSL1,-0.5445134,1.86E-01
PAK2,0.1215726,1.86E-01
SLC35E1,0.0968943,1.86E-01
DDX3X,0.2561582,1.86E-01
IL1F9,-0.0874798,1.86E-01
CASC4,0.1186394,1.86E-01
GTPBP6,-0.1313174,1.86E-01
PTK7,-0.2119777,1.86E-01
FBXO44,-0.0827724,1.86E-01
LRRTM1,-0.0945855,1.86E-01
ROCK1P1,0.1310039,1.86E-01
C14orf50,-0.3210923,1.86E-01
NOD1,0.2633903,1.86E-01
MIER1,-0.2118413,1.86E-01
PCDHB6,-0.1603245,1.86E-01
SPHKAP,-0.3690067,1.86E-01
OR10G4 /// OR10G7 /// OR10G8,0.1661203,1.86E-01
TTPA,0.0879817,1.86E-01
SEMA4F,-0.1084613,1.86E-01
IL16,-0.17276,1.86E-01
IL17RC,0.0928274,1.86E-01
STARD5,0.115606,1.86E-01
NBR1,0.135024,1.86E-01
DOCK7,0.1447192,1.86E-01
ABCB5,0.190886,1.86E-01
KLRA1,0.1122665,1.86E-01
KPNA1,-0.1504543,1.86E-01
ENTPD2,-0.0905414,1.86E-01
TMEM107,-0.1158695,1.86E-01
ING5,-0.0871522,1.86E-01
RHBDL2,0.1303103,1.86E-01
PDSS1,0.1235229,1.86E-01
CNR2,-0.0795741,1.86E-01
MED28,0.1410386,1.86E-01
---,0.0742433,1.86E-01
RPTOR,0.1401611,1.86E-01
HIPK4,-0.1517537,1.86E-01
VKORC1L1,-0.1339632,1.86E-01
---,-0.0846608,1.86E-01
GEN1,-0.1026928,1.86E-01
RBMS2,0.2721352,1.86E-01
MAP3K6,-0.1453902,1.86E-01
SUV39H1,-0.0978977,1.86E-01
ZNF654,-0.1221804,1.86E-01
RBM46,0.184983,1.86E-01
FUT6,-0.1231473,1.86E-01
GABARAPL1,0.18178,1.87E-01
PEX7,0.1296133,1.87E-01
ARHGAP27,0.1104543,1.87E-01
SEL1L3,-0.4826855,1.87E-01
INPP5J,-0.1580484,1.87E-01
ATXN7L2,-0.132819,1.87E-01
TMEM214,-0.1172089,1.87E-01
PODN,-0.1638637,1.87E-01
KLK3,-0.0730713,1.87E-01
ORC5L,-0.1103141,1.87E-01
FAM27L,-0.0953918,1.87E-01
RPL10,0.2066183,1.87E-01
TPI1,-0.1414147,1.87E-01
EPHA4,-0.1985676,1.87E-01
C9orf50,0.1920338,1.87E-01
IFT88,0.0864504,1.87E-01
PRPF4B,0.1713317,1.87E-01
SUN2,-0.2508356,1.87E-01
GPR152,-0.0817214,1.87E-01
LOC100132396 /// ZNF705A /// ZNF705D,-0.0741586,1.87E-01
GRB7,-0.1084637,1.87E-01
NARS,-0.0983965,1.87E-01
AVPR1A,0.0897847,1.87E-01
GRAP2,0.2488833,1.87E-01
MBNL1,0.0879586,1.87E-01
SLC5A4,-0.1101329,1.87E-01
TDO2,0.1495989,1.87E-01
ARMCX1,0.1815116,1.87E-01
CENPBD1,0.159087,1.87E-01
ANXA4,0.1634112,1.87E-01
CHST1,-0.1177881,1.87E-01
---,-0.0947811,1.87E-01
KIAA0146,0.1593119,1.87E-01
ERLEC1,0.0920453,1.87E-01
ICOSLG,0.2375771,1.87E-01
ACER2,-0.0785962,1.87E-01
C18orf25,-0.150922,1.87E-01
HBG1 /// HBG2,-0.1804628,1.87E-01
CLPS,-0.1206212,1.87E-01
TCAP,-0.1571016,1.87E-01
PARK2,-0.1743018,1.87E-01
TRIP12,-0.1034244,1.87E-01
ATP11A,0.1667988,1.87E-01
CTSA,0.1907057,1.87E-01
SLC22A8,-0.1155964,1.88E-01
FAF2,0.2056624,1.88E-01
TTTY6,-0.0941475,1.88E-01
RAVER2,-0.2616574,1.88E-01
EIF5B,-0.1594752,1.88E-01
APBB2,-0.2335241,1.88E-01
DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410,-0.1512775,1.88E-01
TAP2,0.2840879,1.88E-01
CASD1,-0.1176111,1.88E-01
BCAN,-0.12941,1.88E-01
FAM3C,0.1564639,1.88E-01
FBXO42,0.1332319,1.88E-01
HCN4,-0.0797857,1.88E-01
SCN5A,-0.0842683,1.88E-01
TYW1B,-0.242452,1.88E-01
AKT1S1,-0.1344348,1.88E-01
ZNF512,0.0998262,1.88E-01
PPM1B,0.2453356,1.88E-01
SC65,-0.2299429,1.88E-01
LOC285456,-0.0725854,1.88E-01
IGF2AS,-0.1113762,1.88E-01
DCAF17,-0.0650577,1.88E-01
LRRN1,0.4295772,1.88E-01
FBXW8,-0.1150231,1.88E-01
PMM2,-0.1155393,1.88E-01
PDE1B,-0.1060334,1.88E-01
ZNF777,-0.1471207,1.88E-01
LMBR1L,-0.2007525,1.88E-01
IGFBP5,-0.4970112,1.88E-01
C15orf53,-0.079985,1.88E-01
ZFP161,0.175954,1.88E-01
SEC23A,-0.1438254,1.88E-01
ZNF460,0.0763931,1.88E-01
RTN3,-0.1654497,1.88E-01
GLT8D1,0.1733387,1.88E-01
HSPA4L,-0.243917,1.88E-01
TRDMT1,0.136607,1.88E-01
CHSY1,-0.1333932,1.89E-01
MYD88,-0.089141,1.89E-01
PSMB2,-0.1011261,1.89E-01
NFRKB,0.188792,1.89E-01
NCEH1,0.141682,1.89E-01
LPPR5,0.139059,1.89E-01
CCDC120,-0.0762994,1.89E-01
LARP7,-0.0999391,1.89E-01
TMEM41B,-0.1170809,1.89E-01
LEF1,-0.1978525,1.89E-01
NT5C3L,-0.1816698,1.89E-01
CACNG8,-0.1362929,1.89E-01
HRNBP3,-0.4518013,1.89E-01
PRTG,0.0938789,1.89E-01
LMAN2L,0.1525623,1.89E-01
DCAF5,0.146526,1.89E-01
C20orf200,-0.1426811,1.89E-01
ZNF589,0.2686638,1.89E-01
GRIN3B,-0.0943862,1.89E-01
SMCR7,-0.1499354,1.89E-01
ZCCHC2,-0.1607529,1.89E-01
CCR5,0.088552,1.89E-01
EIF5A2,-0.1010679,1.89E-01
COL1A1,0.1545557,1.89E-01
MAPRE3,0.0797343,1.89E-01
STX12,0.1266373,1.89E-01
IL17RD,-0.0927165,1.90E-01
APPL2,0.2078787,1.90E-01
ZBTB17,-0.11431,1.90E-01
ZNF652,0.1009437,1.90E-01
TBX10,-0.1277566,1.90E-01
CRMP1,0.1252297,1.90E-01
ANKRD30A,0.07681,1.90E-01
AKAP11,-0.1027069,1.90E-01
GYS2,-0.1046607,1.90E-01
SNW1,0.0992646,1.90E-01
MLC1,-0.1011239,1.90E-01
BSG,-0.1865101,1.90E-01
MLLT10,0.1437346,1.90E-01
ZNF81,-0.1038328,1.90E-01
LEMD3,-0.1174982,1.90E-01
DEFB119,-0.0962927,1.90E-01
ACTR1A,0.1518819,1.90E-01
EFCAB5,-0.0770524,1.90E-01
ACAA1,-0.1405018,1.90E-01
JAZF1,0.1382949,1.90E-01
ZNF354C,0.0989002,1.90E-01
PREB,0.1285756,1.90E-01
SORBS2,0.302172,1.90E-01
C10orf78,0.2120681,1.90E-01
CCL18,1.061485,1.90E-01
WBSCR27,0.2155882,1.90E-01
FKBP6,-0.0990646,1.90E-01
BMX,-0.1802855,1.90E-01
NPPA,-0.1390407,1.90E-01
ENOX2,0.1526031,1.90E-01
PLEKHG5,-0.1407074,1.90E-01
C16orf5,0.1273482,1.90E-01
SRGAP2,0.158975,1.90E-01
EIF4B,-0.1809164,1.90E-01
C17orf28,-0.087973,1.90E-01
C6orf182,0.117073,1.90E-01
SHISA4,0.2070054,1.90E-01
SNX13,0.1340866,1.90E-01
PPDPF,-0.1435668,1.90E-01
LILRA5,0.0918237,1.90E-01
CLASP1,-0.1825853,1.90E-01
RAD23B,-0.118251,1.90E-01
EHD1,0.1268088,1.90E-01
IGSF5,-0.0702279,1.91E-01
ARHGAP33,-0.1055403,1.91E-01
C1QL2,-0.0579931,1.91E-01
GTSE1,0.0967743,1.91E-01
STAG2,-0.1470374,1.91E-01
PARK2,-0.1188091,1.91E-01
LLGL1,0.1366414,1.91E-01
---,-0.0844003,1.91E-01
C16orf63,0.1041679,1.91E-01
RHEBL1,0.259111,1.91E-01
EMP1,0.1685454,1.91E-01
UNC5D,0.0888226,1.91E-01
PSMD7,-0.1805391,1.91E-01
DNALI1,0.1280425,1.91E-01
SFRS9,-0.0886119,1.91E-01
FLT1,-0.3940909,1.91E-01
ABHD13,0.1220622,1.91E-01
CYB5B,-0.109923,1.91E-01
WDR41,0.1329278,1.91E-01
COX6A1,-0.0923194,1.91E-01
PTGER3,-0.067314,1.91E-01
PIAS3,0.0822092,1.91E-01
ANXA4,-0.0862377,1.91E-01
ASCC1,0.1519413,1.91E-01
RGS11,0.1476314,1.91E-01
---,-0.089542,1.91E-01
APTX,0.140296,1.91E-01
OR4D5,-0.0631966,1.91E-01
KIAA1712,0.1206139,1.91E-01
SLCO5A1,-0.0897136,1.91E-01
SYNCRIP,-0.2363821,1.91E-01
PCDHA2,0.1189261,1.91E-01
SUV39H2,-0.0884924,1.91E-01
PITPNM2,0.0682739,1.91E-01
C22orf29,-0.0911583,1.91E-01
PRIM2,0.0718707,1.91E-01
TDP1,0.25057,1.91E-01
C9orf40,-0.2120672,1.91E-01
---,-0.0684196,1.91E-01
USP2,-0.1935946,1.91E-01
C9orf25,0.1516666,1.91E-01
C19orf25,0.1692141,1.92E-01
CCDC24,-0.177924,1.92E-01
LMNB1,0.1352333,1.92E-01
NFIA,-0.3258581,1.92E-01
CYB561,-0.1047572,1.92E-01
RNF19B,0.1696189,1.92E-01
C11orf58,-0.1228075,1.92E-01
SYDE1,-0.180599,1.92E-01
DENND4C,0.1416261,1.92E-01
CHAF1B,0.1080138,1.92E-01
ATP6V0A2,-0.117323,1.92E-01
NID2,0.3382265,1.92E-01
TRIM3,-0.1311413,1.92E-01
C20orf199,-0.1670571,1.92E-01
PNO1,-0.1539964,1.92E-01
CASP1,0.0748973,1.92E-01
CDSN,-0.0907506,1.92E-01
GZF1,-0.1395303,1.92E-01
MAP3K11,-0.1538164,1.92E-01
PGAP3,-0.0908466,1.92E-01
CYTH4,0.1904398,1.92E-01
CNTN5,0.0631413,1.92E-01
ACSS1,0.1283926,1.92E-01
OBSCN,-0.2388662,1.92E-01
MAMDC2,-0.3221849,1.92E-01
---,-0.0924231,1.92E-01
ZNF791,-0.195183,1.92E-01
LIN54,-0.0990086,1.92E-01
OR5AR1,-0.0762018,1.92E-01
SNRNP27,-0.1232561,1.92E-01
C8orf73,0.1610232,1.92E-01
ATP6V1C2,-0.0760341,1.92E-01
NDUFC2,0.1146275,1.92E-01
PRKAB2,0.1107286,1.92E-01
ERCC5,0.1289077,1.92E-01
FAM200B,-0.1316221,1.92E-01
DYX1C1,-0.067951,1.92E-01
UBE4B,-0.1424238,1.92E-01
CP,-0.3109909,1.93E-01
DNASE2B,0.5640461,1.93E-01
CLRN3,-0.1007033,1.93E-01
FAM71F2,-0.1045387,1.93E-01
ADAM8,-0.1196245,1.93E-01
HNRNPA1,-0.2167753,1.93E-01
TEKT1,-0.0757817,1.93E-01
---,0.0926042,1.93E-01
MTBP,0.1342395,1.93E-01
PMM2,0.0857752,1.93E-01
SNAPC3,-0.1610351,1.93E-01
PLAC4,-0.081687,1.93E-01
UBIAD1,-0.1097498,1.93E-01
TRA2B,0.159569,1.93E-01
DHRS4L2,-0.1156987,1.93E-01
ALDH3B2,-0.0754516,1.93E-01
---,-0.0785821,1.93E-01
DAZL,-0.0748315,1.93E-01
DHTKD1,-0.1257707,1.93E-01
WFDC11,-0.0828474,1.93E-01
RGS3,-0.0917439,1.93E-01
CDH13,0.2890845,1.93E-01
GPR25,0.0835248,1.93E-01
CCDC64,-0.0781097,1.93E-01
TPCN2,0.1954434,1.93E-01
XPA,-0.1069165,1.93E-01
ENPEP,-0.0721536,1.93E-01
SAP30BP,-0.1516565,1.93E-01
CYP4F2,-0.0913205,1.93E-01
RNF43,-0.0845396,1.93E-01
ALKBH8,0.1290106,1.93E-01
VAMP1,-0.0800872,1.93E-01
C7orf63,-0.1243943,1.93E-01
AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B,-0.0996626,1.93E-01
LRGUK,-0.0750953,1.93E-01
PGBD4,-0.2040597,1.93E-01
ARID3B,-0.1266453,1.93E-01
ECM1,-0.1448927,1.93E-01
CCDC152,-0.1966227,1.93E-01
STXBP4,-0.0952226,1.93E-01
ARL 10.00,-0.1424861,1.93E-01
MAP9,0.0983074,1.94E-01
FAM168B,-0.0917911,1.94E-01
TRIM17,-0.1099702,1.94E-01
EXOC7,0.1108555,1.94E-01
CEP76,-0.1063099,1.94E-01
EXOSC2,-0.1579355,1.94E-01
KCNIP2,-0.0781654,1.94E-01
PPP2R5D,0.1554428,1.94E-01
LASS5,0.1452437,1.94E-01
NAA50,-0.2369101,1.94E-01
FAM47B,-0.0541762,1.94E-01
KCNJ14,-0.1712417,1.94E-01
NCS1,0.3009139,1.94E-01
ZNF324B /// ZNF584,0.0975583,1.94E-01
DKFZp761E198,-0.1226191,1.94E-01
LILRB5,-0.143645,1.94E-01
ACER2 /// LOC645978,-0.0671487,1.94E-01
GANC,0.091496,1.94E-01
TIAL1,-0.1197076,1.94E-01
RRAGA,0.112106,1.94E-01
ZNF527,0.1150642,1.94E-01
ZNF280D,0.1705351,1.94E-01
ARRDC4,0.321663,1.94E-01
HEMK1,-0.1431268,1.94E-01
FAM163A,-0.0880416,1.94E-01
BACE2,-0.1833443,1.94E-01
PSMG4,-0.0860527,1.94E-01
MTUS1,-0.285579,1.94E-01
ADCY9,0.1099281,1.94E-01
C3orf33,0.1084403,1.94E-01
FGD4,0.1620376,1.94E-01
ZNF574,-0.073335,1.94E-01
PYHIN1,0.1367898,1.94E-01
HHLA2,-0.0795473,1.94E-01
IGHA1 /// IGHD /// IGHG1 /// IGHG2 /// IGHM /// IGHV4-31 /// LOC652494,-0.0760926,1.94E-01
YKT6,-0.1159892,1.94E-01
NTN5,-0.0855819,1.94E-01
DHRS4L2,-0.1629503,1.94E-01
FAT3,-0.5388902,1.94E-01
CYorf15A,-0.1365245,1.94E-01
FANCF,0.1568601,1.94E-01
FAM46A,0.1379222,1.94E-01
ALDH7A1,0.1269659,1.94E-01
KRT222 /// SMARCE1,0.117972,1.94E-01
MKNK2,0.2269581,1.94E-01
IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100290146 /// LOC100294459,1.017867,1.94E-01
SYNCRIP,0.2084041,1.94E-01
COLQ,-0.0938214,1.94E-01
DMKN,-0.0879933,1.94E-01
EXOSC6,-0.1703817,1.94E-01
FAM48A,0.1265521,1.94E-01
IARS,-0.1488966,1.94E-01
ISLR2,-0.0935865,1.94E-01
TAAR9,-0.0998373,1.94E-01
PPP1R9B,-0.1489974,1.94E-01
HIST1H4D,-0.0957907,1.94E-01
C19orf29,-0.1003624,1.94E-01
OR2A14,-0.0977983,1.94E-01
CLPTM1,-0.1741052,1.94E-01
MKI67,0.0792569,1.94E-01
GABPB2,0.1619888,1.95E-01
EPGN,0.0692397,1.95E-01
APBB1,-0.1298628,1.95E-01
FANCD2,0.1159538,1.95E-01
SLC23A1,-0.0842895,1.95E-01
HPX,-0.1102444,1.95E-01
MYL12B,0.0899262,1.95E-01
HMX2,-0.0820105,1.95E-01
RGS14,0.2210533,1.95E-01
HCG9,-0.0997379,1.95E-01
PARD6G,-0.3161411,1.95E-01
FBXL20,0.1584693,1.95E-01
PABPC1P2,0.1062785,1.95E-01
CCDC50,0.200314,1.95E-01
FOXL1,-0.0997509,1.95E-01
PNPLA8,-0.0939359,1.95E-01
MANEA,0.1092187,1.95E-01
EPB41,-0.0651901,1.95E-01
OR5D14,-0.0937825,1.95E-01
LOC100128292,-0.1257407,1.95E-01
PTPRD,-0.0820981,1.95E-01
PDHA1,-0.0708669,1.95E-01
NLRP14,-0.0575611,1.95E-01
B4GALNT4,0.1154572,1.95E-01
SCLT1,0.1407937,1.95E-01
ZNF322A,-0.1156994,1.95E-01
NSUN2,-0.141999,1.95E-01
LOC100129716,0.0815471,1.95E-01
AGPHD1,-0.0879552,1.95E-01
MMP24,-0.1851151,1.95E-01
PKP2,-0.3320929,1.95E-01
LGALS8,-0.2395008,1.95E-01
RASL11A,0.2498787,1.95E-01
TMEM129,0.1401075,1.95E-01
PHACTR1,0.0889418,1.96E-01
OBFC2A,0.1721115,1.96E-01
MCC,0.1070608,1.96E-01
ZNF337,-0.1458879,1.96E-01
CFP,-0.109842,1.96E-01
OR51S1,-0.0819177,1.96E-01
PAX5,-0.091182,1.96E-01
HSPBP1,-0.1564534,1.96E-01
COL22A1 /// LOC100293055,-0.0717833,1.96E-01
CLCC1,-0.1277084,1.96E-01
PDSS2,0.0700475,1.96E-01
TEX101,-0.0833353,1.96E-01
