Gene_Name,logFC,PValue
FAM8A1,0.15456542,1.48E-01
LCE3D /// LCE3E,0.15703042,1.48E-01
CPSF6,-0.19867,1.48E-01
DBI,-0.1942535,1.48E-01
NCRNA00157,0.08792658,1.48E-01
C2orf73,0.12891322,1.48E-01
WASL,0.15514865,1.48E-01
HHLA2,0.07432568,1.48E-01
PCDHGB2,0.12672511,1.48E-01
CECR1,-0.16340961,1.48E-01
RAP2C,-0.2632591,1.48E-01
ETV5,-0.38119669,1.49E-01
MTFR1,0.10439622,1.49E-01
PTPN18,-0.31868376,1.49E-01
WNT5B,0.40861551,1.49E-01
GPR26,0.08950813,1.49E-01
EIF2B1,-0.13252232,1.49E-01
C14orf182,-0.51847676,1.49E-01
NPC1L1,0.14973317,1.49E-01
SYCE2,0.17536114,1.49E-01
GRIN1,0.11418719,1.49E-01
TTPAL,0.19051051,1.49E-01
CEP170 /// CEP170L,-0.13940348,1.49E-01
ZDHHC22,0.1142781,1.49E-01
YY1AP1,0.13475184,1.49E-01
WDR1,0.31136046,1.49E-01
FBXL17,0.16424825,1.49E-01
PNOC,-0.08218477,1.49E-01
ZFP42,-0.91542908,1.49E-01
MAST4,-0.14280119,1.49E-01
CLIP1,-0.24702025,1.49E-01
KLRC3,-0.1073134,1.49E-01
SNORA30,-0.11914218,1.49E-01
ISOC2,-0.16265946,1.49E-01
UBE2H,-0.19632785,1.49E-01
ITGAX,-0.3448252,1.49E-01
FBXO22,-0.09806921,1.49E-01
TNNT3,0.13213797,1.49E-01
ZMAT5,-0.29998958,1.49E-01
WARS,-0.5644093,1.49E-01
RGS12,0.48063394,1.49E-01
SLC25A13,-0.27975158,1.49E-01
PSMB5,-0.22328643,1.49E-01
CYP19A1,0.25580671,1.49E-01
METTL5,-0.19082405,1.49E-01
PGPEP1L,0.15207686,1.49E-01
CKAP2L,-0.15996801,1.49E-01
UBAC2,-0.16376554,1.49E-01
NDRG2,-0.89507661,1.49E-01
C1orf114,0.22615488,1.49E-01
TXNL4B,0.52470859,1.49E-01
SNX9,-0.10170875,1.49E-01
CGNL1,0.10896718,1.49E-01
LOC285033,0.12280522,1.49E-01
ERP44,-0.22219599,1.49E-01
SLC22A7,0.10711556,1.49E-01
RDH10,-0.46718635,1.49E-01
CDY1 /// CDY1B /// CDY2A /// CDY2B,-0.10266866,1.49E-01
ALDH1A2,-0.38773816,1.49E-01
ABCG4,0.11894599,1.49E-01
TNKS2,-0.1830142,1.49E-01
C20orf114,0.10939644,1.49E-01
POLR2J2 /// POLR2J3 /// UPK3BL,0.40644789,1.49E-01
ANP32C,-0.11397708,1.49E-01
DOLK,-0.2230564,1.49E-01
DCTN2,-0.159722,1.49E-01
ATP6V1G1,0.16446606,1.49E-01
HLA-G,-0.13134465,1.49E-01
CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,0.18334549,1.49E-01
UBL4B,0.1658104,1.49E-01
DOK3,-0.49318638,1.49E-01
ZC3H8,-0.20938684,1.50E-01
TMEM167B,0.10818874,1.50E-01
CYP1A2,0.22140896,1.50E-01
LACE1,-0.21230108,1.50E-01
C10orf46,-0.15208358,1.50E-01
BCL2L13,-0.25977378,1.50E-01
NCBP2,0.2791337,1.50E-01
HSP90AA1,0.34734924,1.50E-01
USP9Y,1.39440223,1.50E-01
ZNF542,-0.12003488,1.50E-01
---,0.14162685,1.50E-01
ARFRP1,-0.20577112,1.50E-01
ZNF215,0.10312536,1.50E-01
VDAC3,0.10327056,1.50E-01
C5orf44,-0.26792129,1.50E-01
TIGD3,0.11202319,1.50E-01
SLC25A44,0.1736007,1.50E-01
TCFL5,0.31276529,1.50E-01
SOST,-0.30199889,1.50E-01
LBP,0.09169368,1.50E-01
PIN1,-0.21769706,1.50E-01
WBP2,-0.27010423,1.50E-01
METT10D,-0.11081716,1.50E-01
MAP9,0.12062688,1.50E-01
TCEA1,-0.19723917,1.50E-01
EIF3G,0.18983373,1.50E-01
ZNF85,-0.16530127,1.50E-01
COX18,0.15025114,1.50E-01
APOL2,-0.21688391,1.50E-01
YJEFN3,0.09991156,1.50E-01
ZNF263,0.16855381,1.50E-01
PAFAH1B2,0.1770974,1.50E-01
MSN,-0.17761943,1.50E-01
MDK,-0.37383184,1.50E-01
HS2ST1,0.222057,1.50E-01
STAP1,-0.21439182,1.50E-01
TPP1,-0.35079082,1.50E-01
AGTR2,-0.10725886,1.50E-01
WIPF1,-0.39814659,1.50E-01
ATP1B3,0.54382337,1.50E-01
ARHGEF1,-0.19715881,1.50E-01
CTGF,-1.04096791,1.50E-01
FAM200B,-0.27733516,1.50E-01
LOC100293124 /// PNPLA2,0.19677269,1.50E-01
LMNB1 /// PCIF1,-0.12184371,1.50E-01
ATP13A5,0.12547882,1.50E-01
CDCP1,-0.2728342,1.50E-01
LSS,-0.36327281,1.50E-01
FAM100A,0.19096931,1.50E-01
BCR,0.11011617,1.50E-01
SLC35E1,-0.16676571,1.50E-01
SFTPD,0.25774805,1.50E-01
CDYL,-0.37973256,1.50E-01
AQP7 /// AQP7P1 /// AQP7P2 /// LOC100132938,-0.97719208,1.50E-01
DEFB132,0.10839089,1.50E-01
PPHLN1,-0.10762004,1.51E-01
LRRC3,-0.14863821,1.51E-01
ADARB2,0.54178763,1.51E-01
MAOB,0.47881681,1.51E-01
VPS26A,-0.19282914,1.51E-01
PTCD1,0.11380468,1.51E-01
SNX16,-0.16805391,1.51E-01
C11orf57,-0.16475866,1.51E-01
C5orf4,0.11611075,1.51E-01
SLC10A7,0.09554594,1.51E-01
PRSS12,0.2517022,1.51E-01
C7orf63,0.46806676,1.51E-01
C2orf61,-0.19585617,1.51E-01
FAM199X,-0.11437867,1.51E-01
SLC30A10,0.11992154,1.51E-01
ZNF133,-0.21672782,1.51E-01
PTH2R,0.10247234,1.51E-01
CCL14-CCL15 /// CCL15,0.12648662,1.51E-01
C17orf75,0.15066893,1.51E-01
GIMAP7,0.55931115,1.51E-01
C9orf153,0.16774183,1.51E-01
TRIAP1,-0.18330557,1.51E-01
EFNA2,0.11151117,1.51E-01
P2RY1,-0.21207974,1.51E-01
LMNB1,-0.20578477,1.51E-01
GAS7,-0.41673135,1.51E-01
Septin 12,0.1279948,1.51E-01
CEP63,-0.33233604,1.51E-01
CARD17,0.09449007,1.51E-01
C6orf165,-0.1147262,1.51E-01
---,-0.09583007,1.51E-01
IGSF5,0.10317301,1.51E-01
KIAA1543,0.15037081,1.51E-01
OR14C36,-0.12453581,1.51E-01
PPP1R12B,0.10362413,1.51E-01
SLC25A12,0.14972548,1.51E-01
9-Mar,-0.19442043,1.51E-01
ISLR,0.96538774,1.51E-01
CDC26,-0.15384161,1.51E-01
GSX2,-0.1361976,1.51E-01
PJA2,-0.24151444,1.51E-01
CNOT4,-0.17912661,1.51E-01
BTN2A2,-0.38648722,1.51E-01
TRMT2B,-0.12233212,1.51E-01
NUP35,0.15357886,1.52E-01
APOA5,0.12040069,1.52E-01
ZNF280D,-0.12053199,1.52E-01
ZFP82,-0.23426755,1.52E-01
ATP5L,0.1109253,1.52E-01
RLIM,-0.20807971,1.52E-01
GALNT5,-0.27883614,1.52E-01
SBDS,-0.31355066,1.52E-01
ZNF317,0.08794185,1.52E-01
TMTC3,-0.11890867,1.52E-01
XPO4,0.1062853,1.52E-01
ZFYVE27,-0.12398753,1.52E-01
NUTF2,0.2253194,1.52E-01
PKNOX1,0.20086074,1.52E-01
CBLC,0.09730189,1.52E-01
TMEM168,-0.18017661,1.52E-01
TBC1D10C,-0.55882899,1.52E-01
AMHR2,0.14535899,1.52E-01
CD52,-1.17485756,1.52E-01
YTHDF2,0.16618803,1.52E-01
ESCO2,-0.1367802,1.52E-01
XYLT2,0.19627151,1.52E-01
UNKL,0.20785417,1.52E-01
C17orf42,-0.20378212,1.52E-01
CDKL3,0.17644938,1.52E-01
TMEM67,-0.20098394,1.52E-01
ASAM,0.5269089,1.52E-01
TMEM53,0.14401837,1.52E-01
CDC42SE1,-0.22959582,1.52E-01
TMEM22,0.30515136,1.52E-01
GPR62,0.13875623,1.52E-01
NCKIPSD,0.15004187,1.52E-01
SGTB,0.22866115,1.52E-01
FAM111B,-0.17535646,1.52E-01
ASPA,-0.93268935,1.52E-01
MATR3,-0.18478988,1.52E-01
WWP2,0.15239535,1.52E-01
BAT2L1,0.25313527,1.52E-01
KIAA1377,0.19034606,1.52E-01
KLHL31,0.12178891,1.52E-01
NEDD4,-0.16056189,1.52E-01
FAM83A,0.09591483,1.52E-01
HDAC8,-0.29992838,1.52E-01
LGTN,0.16770414,1.52E-01
CASP8,-0.23997874,1.52E-01
ZNF418,0.11333939,1.52E-01
C13orf37,0.15091575,1.52E-01
VPS37D,0.1469813,1.52E-01
FAM125B,0.12935455,1.52E-01
KCNJ3,0.08625002,1.52E-01
LOC100288902 /// LOC441956,0.30227935,1.53E-01
ARFGAP2,-0.20321284,1.53E-01
GTF2I,-0.14901947,1.53E-01
GSTO2,-0.44694024,1.53E-01
ADAMTSL2,0.46827317,1.53E-01
GIMAP6,0.11739991,1.53E-01
GCFC1,-0.29633528,1.53E-01
ZNF480,-0.13645477,1.53E-01
MED8,-0.21305242,1.53E-01
DNM1P35,0.14714543,1.53E-01
LIG4,-0.11072379,1.53E-01
NFX1,0.17209023,1.53E-01
CCL15,0.10014874,1.53E-01
TRIM54,0.17834053,1.53E-01
TRAFD1,-0.18120434,1.53E-01
KIAA0556,-0.13107353,1.53E-01
FXYD3,0.63693293,1.53E-01
DDTL,-0.16426034,1.53E-01
LYRM1,0.25938952,1.53E-01
RNF160,-0.20713438,1.53E-01
ITM2B,-0.1501793,1.53E-01
CAMK2G,0.14738171,1.53E-01
DPP6,0.21991318,1.53E-01
IL17RD,0.11832735,1.53E-01
MFSD9,-0.21493727,1.53E-01
ACAD9,-0.14556372,1.53E-01
PDS5A,-0.32032096,1.53E-01
CDC14B,-0.22271234,1.53E-01
DBNDD1,-0.24989596,1.53E-01
GULP1,-0.24238905,1.53E-01
SLC26A4,-0.10185042,1.53E-01
SPAG9,-0.25192644,1.53E-01
KIAA0146,-0.23172753,1.53E-01
TNFRSF13B,0.12377137,1.53E-01
PCDHB9,-0.09977437,1.53E-01
UBAP2L,0.16662988,1.53E-01
USP25,-0.19680158,1.53E-01
C19orf44,0.30015642,1.53E-01
PQBP1,0.12640842,1.53E-01
COL6A2,-0.11777925,1.53E-01
EEF2K,-0.32171519,1.53E-01
PDE4D,-0.12411264,1.53E-01
TNS1,0.1992938,1.53E-01
ZBTB7A,-0.13342951,1.53E-01
MTHFD2,0.59249104,1.53E-01
ULBP2,0.11049955,1.53E-01
TDP1,-0.3535344,1.53E-01
MRPL4,0.09219466,1.53E-01
MYST2,-0.14916474,1.53E-01
MARS2,0.15458387,1.53E-01
SLC6A11,0.09456942,1.53E-01
ACSL6,-0.20053484,1.53E-01
BTG3,0.28046356,1.53E-01
DCTN4,-0.13006175,1.53E-01
C1QL4,0.14038585,1.53E-01
ACIN1,0.16316759,1.53E-01
REPS1,0.18193927,1.53E-01
DNASE1,0.22243589,1.53E-01
SERPINB7,0.09842049,1.54E-01
CCBP2,0.10551726,1.54E-01
RHOBTB1,0.11834118,1.54E-01
NR1I3,0.1124873,1.54E-01
MCM9,-0.20306815,1.54E-01
RPL9,-0.11710992,1.54E-01
UQCRB,0.205544,1.54E-01
COX6B1,0.10806659,1.54E-01
CDC73,0.187737,1.54E-01
B3GAT2,-0.19381458,1.54E-01
OR5B21,0.09555556,1.54E-01
PRB1,0.1767206,1.54E-01
HMGCR,0.34221398,1.54E-01
ING2,0.12903276,1.54E-01
ANKRD16,-0.26653973,1.54E-01
PCDH11Y,0.14011659,1.54E-01
NPM1,0.12825955,1.54E-01
CNN2,-0.27518028,1.54E-01
DNAJC3,0.28124626,1.54E-01
WTAP,-0.23642801,1.54E-01
HIST2H3A /// HIST2H3C,0.09873179,1.54E-01
SGEF,-1.18072371,1.54E-01
ITPK1,-0.23332847,1.54E-01
SYNJ2,-0.13662421,1.54E-01
DLG3,-0.29098616,1.54E-01
C1orf109,-0.08961544,1.54E-01
CDC42,-0.59618171,1.54E-01
NOS1,0.0989729,1.54E-01
TM4SF5,0.16128417,1.54E-01
ADD3,-0.29991794,1.54E-01
STX17,-0.40472713,1.54E-01
HSPH1,0.64945192,1.54E-01
KLRC3,-0.18563293,1.54E-01
ARL6IP4,-0.10173825,1.54E-01
KLHL2,0.25589313,1.54E-01
TAF3,0.15691916,1.54E-01
PDCD5,0.26745118,1.54E-01
MCFD2,-0.3343092,1.54E-01
MKRN1,-0.17498858,1.54E-01
C2orf28,-0.10763101,1.54E-01
MRPL34,0.16987778,1.54E-01
STIM2,0.21347708,1.54E-01
GOLGA2,-0.12095695,1.54E-01
SSBP2,0.24756296,1.54E-01
TGM7,-0.10125784,1.54E-01
CHID1,0.13192188,1.54E-01
CELA3A,0.11446561,1.54E-01
C9orf140,-0.19566869,1.54E-01
GRIN2B,-0.21938759,1.54E-01
MAMSTR,0.1194658,1.54E-01
IRGQ,-0.14946853,1.54E-01
TRIL,-0.38817078,1.54E-01
HCRTR2,-0.09398129,1.54E-01
FAM91A1 /// FAM91A2,0.18435158,1.54E-01
CLRN1,0.33477465,1.54E-01
IL17RE,0.15301099,1.54E-01
C11orf74,-0.28104767,1.54E-01
ILVBL,-0.17761721,1.54E-01
OR4N2,-0.15225641,1.54E-01
HIF1A,-0.39966548,1.54E-01
SLC44A2,-0.38818099,1.55E-01
LOC728989,0.13041818,1.55E-01
DDR2,0.24747542,1.55E-01
PNRC1,-0.1102104,1.55E-01
CDON,0.16840745,1.55E-01
OLA1,0.25658419,1.55E-01
FANCC,0.12700772,1.55E-01
DNA2,0.1586237,1.55E-01
IFNA5,-0.0887925,1.55E-01
C8orf34,0.1330844,1.55E-01
C21orf89,-0.12662327,1.55E-01
TRPM2,-0.21634132,1.55E-01
PDZD3,0.12991071,1.55E-01
FAM189A1,0.12696719,1.55E-01
RALGAPA1,0.10630658,1.55E-01
IRS1,-0.73045687,1.55E-01
LSM 12.00,0.34631286,1.55E-01
TTLL2,0.09948793,1.55E-01
MMAA,0.19188048,1.55E-01
FBXO6,-0.3226952,1.55E-01
KHDRBS1,-0.21383673,1.55E-01
SLU7,-0.12420234,1.55E-01
DTX3L,-0.12366526,1.55E-01
DUSP22,0.11904913,1.55E-01
ANXA4,0.19251669,1.55E-01
ZFR,-0.29148335,1.55E-01
CIDEC,0.17896822,1.55E-01
GNPAT,-0.2026982,1.55E-01
B2M,-0.1195226,1.55E-01
ANKH /// TSPAN3,-0.16839385,1.55E-01
NT5DC1,0.53039034,1.55E-01
SLC38A1,-0.20802612,1.55E-01
C10orf122,0.16778,1.55E-01
C9orf27,-0.08111729,1.55E-01
ABHD6,-0.26177082,1.55E-01
TMEM104,0.15405245,1.55E-01
MAPT,0.6251827,1.55E-01
TSC22D2,-0.25044357,1.55E-01
PRPF40A,-0.20601499,1.55E-01
KLRC3,-0.1890405,1.55E-01
PAK6,-0.22500877,1.55E-01
TMEM49,-0.20906912,1.55E-01
PRELID1,0.20103908,1.55E-01
POU2F3,0.08860589,1.55E-01
STMN3,0.34583852,1.56E-01
SMU1,0.22810205,1.56E-01
ILDR2,0.17714231,1.56E-01
EPC2,-0.21609149,1.56E-01
EAF1,-0.11225734,1.56E-01
MLX,-0.16145326,1.56E-01
ADRA1A,0.11541313,1.56E-01
SPEM1,0.14283582,1.56E-01
NRXN3,-0.94086804,1.56E-01
C21orf74,-0.13064528,1.56E-01
FAM118A,0.41688678,1.56E-01
PLXNA2,0.3051662,1.56E-01
VWA1,-0.68182933,1.56E-01
TTPAL,0.18272211,1.56E-01
IGFBP5,0.78105509,1.56E-01
HELLS,-0.14631338,1.56E-01
PTPLA,-0.10366207,1.56E-01
---,0.15412296,1.56E-01
HSPA1L,-0.23290533,1.56E-01
SFRS4,0.12745425,1.56E-01
TAOK2,-0.20990916,1.56E-01
LILRB1,-0.39458873,1.56E-01
ANKS1B,-0.38318825,1.56E-01
FCRLA,0.12390898,1.56E-01
---,0.09306623,1.56E-01
C10orf46,-0.09440292,1.56E-01
BIRC5,-0.1117627,1.56E-01
VBP1,-0.37843968,1.56E-01
GATA4,-0.1141813,1.56E-01
ATG9A,0.12863496,1.56E-01
CCDC103,-0.13550434,1.56E-01
ATP2A2,-0.26346157,1.56E-01
LIN52,-0.11722385,1.56E-01
MCM2,-0.21105736,1.56E-01
CD27,-0.48570334,1.56E-01
RPS13,0.06861084,1.56E-01
GSPT1,0.18563281,1.56E-01
MMP25,-0.24706751,1.56E-01
POLE3,-0.14870839,1.56E-01
SLC22A23,0.47369027,1.56E-01
DENND1A,0.35249391,1.56E-01
RERE,-0.36769101,1.56E-01
MOV10,-0.24853858,1.56E-01
FSD1L,0.12152318,1.56E-01
STAU1,0.21067536,1.56E-01
WBSCR27,-0.14251155,1.56E-01
ZHX1,-0.23984223,1.56E-01
TMEM192 /// ZNF320,0.17159665,1.56E-01
SPTY2D1,0.11575956,1.56E-01
SLC26A8,0.16990142,1.56E-01
SPESP1,0.51001834,1.56E-01
MARK3,-0.22296883,1.56E-01
PSME2,-0.31748799,1.56E-01
ZNF271,0.2208193,1.56E-01
CYP11B1,0.11134295,1.57E-01
LRRC61,-0.29111628,1.57E-01
GAD1,0.11392122,1.57E-01
GOLM1,0.33716933,1.57E-01
RNF7,0.15155571,1.57E-01
TTC21A,0.31022355,1.57E-01
RNF11,-0.12789045,1.57E-01
ARFGAP1,0.1357258,1.57E-01
ZKSCAN1,0.30176415,1.57E-01
ARHGAP5,-0.42111578,1.57E-01
ESR2,0.12914853,1.57E-01
---,0.10550297,1.57E-01
CYTSB,0.389774,1.57E-01
PTCD2,0.15489885,1.57E-01
MAGEA10,0.09641748,1.57E-01
FUT10,-0.13945103,1.57E-01
FUT1,0.1131829,1.57E-01
VIL1,-0.10362424,1.57E-01
TAPT1,-0.1775403,1.57E-01
LRRC25,-0.35011701,1.57E-01
CSHL1,0.09907866,1.57E-01
PTPMT1,0.11537651,1.57E-01
AKAP8L,0.20497698,1.57E-01
COL6A2,-0.46010227,1.57E-01
GON4L /// YY1AP1,-0.14682759,1.57E-01
RAD1,0.28809809,1.57E-01
RIOK3,0.12206755,1.57E-01
PRKD2,0.34290356,1.57E-01
CRCP,0.1826967,1.57E-01
ACSS1,-0.13665772,1.57E-01
KRT6A,0.13600308,1.57E-01
PRRG1,0.43126569,1.57E-01
COL10A1,-0.19098646,1.57E-01
THTPA,-0.2356777,1.57E-01
ALG10 /// ALG10B,-0.13607693,1.57E-01
PICALM,-0.2842921,1.57E-01
TRAF1,0.34836921,1.57E-01
CIITA,-0.16494027,1.57E-01
MYH1,0.08944472,1.57E-01
EPN3,0.14379212,1.57E-01
C1orf144,0.26418624,1.57E-01
NFATC4,0.20289215,1.57E-01
TRIML1,0.09080121,1.57E-01
HMGXB4,-0.15037096,1.57E-01
MON2,0.10453368,1.58E-01
UBE2D3,-0.28929275,1.58E-01
ZFYVE9,0.15354865,1.58E-01
ZSCAN18,0.19420852,1.58E-01
ZNF750,-0.13002875,1.58E-01
GPR107,-0.09480311,1.58E-01
OR2C1,0.13323248,1.58E-01
SERPINB3,0.13377973,1.58E-01
EDN3,-0.38587542,1.58E-01
UGGT2,-0.19821016,1.58E-01
SPRR2A,0.12735633,1.58E-01
D2HGDH,0.14080433,1.58E-01
PITPNB,0.15582225,1.58E-01
ACP2,-0.18575234,1.58E-01
ECHDC2,-0.18490096,1.58E-01
KTN1,0.14427691,1.58E-01
SLC39A1,-0.14988474,1.58E-01
SUMO1,0.07620965,1.58E-01
---,0.13295626,1.58E-01
CWC22,0.16113314,1.58E-01
SLC3A2,0.28579513,1.58E-01
FLJ42280,0.21615206,1.58E-01
TMEM106A,-0.39528134,1.58E-01
FCRL1,0.08499947,1.58E-01
C11orf59,-0.14028521,1.58E-01
UBQLN2,-0.15674553,1.58E-01
BTNL8,0.11169093,1.58E-01
PAPOLG,-0.29765085,1.58E-01
ZNF568,0.10785255,1.58E-01
USP4,-0.09185839,1.58E-01
ATXN8OS,0.10316058,1.58E-01
C14orf143,-0.19688808,1.58E-01
CPA3,-0.32087378,1.58E-01
HEMGN,0.09208793,1.58E-01
MEP1A,0.1353499,1.58E-01
ADAMTS18,0.12999537,1.58E-01
ZNF302,-0.23681766,1.58E-01
MAPT,0.74549953,1.58E-01
SPEF1,0.13542369,1.58E-01
MAP1A,0.37938191,1.58E-01
MCOLN1,-0.34055142,1.58E-01
NR1D2,-0.15870985,1.58E-01
ACTR2 /// LOC284441,-0.41336326,1.58E-01
CCDC61,0.21916507,1.59E-01
CTDSP2,-0.1588555,1.59E-01
CACNA1C,0.10322981,1.59E-01
CHRNA5,0.12084842,1.59E-01
LOC100294221 /// STK19,0.14320118,1.59E-01
TMEM182,-0.12037714,1.59E-01
C2orf27A /// C2orf27B,0.1982637,1.59E-01
FAM161A,-0.36091751,1.59E-01
IMP4,0.27649614,1.59E-01
LNX1,0.20646942,1.59E-01
CD96,-0.2508736,1.59E-01
OSBP,0.12902153,1.59E-01
ZCCHC17,-0.20250019,1.59E-01
DBF4,0.28535039,1.59E-01
SLCO2B1,-0.47961541,1.59E-01
GDF6,-0.55473676,1.59E-01
NRBP1,-0.20685985,1.59E-01
HSPH1,0.58612641,1.59E-01
SIX6,0.08993537,1.59E-01
DLAT,-0.23970935,1.59E-01
TXNL1,-0.22140105,1.59E-01
SNORA3,-0.10747683,1.59E-01
PCDHB13,0.14719235,1.59E-01
C21orf62,0.19027554,1.59E-01
CLCC1,-0.12992656,1.59E-01
RSPH6A,0.13924634,1.59E-01
TOR1A,-0.13676482,1.59E-01
MBTPS2,0.14492893,1.59E-01
BFSP1,0.19544927,1.59E-01
FAM122B,0.18756632,1.59E-01
PRR13,0.19390161,1.59E-01
ACTA2,0.62605462,1.59E-01
C11orf61,-0.15852322,1.59E-01
RPAIN,-0.12266964,1.59E-01
LOC100129033,0.131405,1.59E-01
TMX3,0.13300755,1.59E-01
ZNF167,-0.29222876,1.59E-01
UNC13D,0.31253153,1.59E-01
EMB /// LOC647121,-0.24808152,1.59E-01
PRDX4,-0.2029159,1.59E-01
LRRC15,-0.74185525,1.59E-01
SNAPC1,0.28274017,1.59E-01
LMAN2L,-0.23496796,1.59E-01
VWCE,0.13924309,1.59E-01
MCRS1,-0.17531553,1.59E-01
LRRC31,0.09107849,1.59E-01
RUNX1,-0.47780128,1.59E-01
IL3,0.0886842,1.59E-01
CPT2,0.27569543,1.59E-01
LOC90925,0.09553919,1.59E-01
AGTPBP1,0.09593344,1.59E-01
ASXL1,-0.19805399,1.59E-01
SLC39A9,-0.14384195,1.60E-01
USH2A,0.10846131,1.60E-01
RAB18,-0.31487989,1.60E-01
MAX,-0.22144823,1.60E-01
CPNE4,0.16983701,1.60E-01
HAUS6,0.13815669,1.60E-01
CHRND,0.13535697,1.60E-01
CRB3,0.10295792,1.60E-01
SETD8,0.2053476,1.60E-01
ODZ4,0.19828324,1.60E-01
TSIX,0.12277454,1.60E-01
RPE,0.17340539,1.60E-01
PCDHGA5,0.09670735,1.60E-01
KIAA1598,-0.28044745,1.60E-01
CNOT7,0.09099316,1.60E-01
BEAN,0.51011062,1.60E-01
ZNF43,-0.11537142,1.60E-01
LMF1,-0.10378532,1.60E-01
C1orf144,-0.38195786,1.60E-01
ADSS,-0.15974928,1.60E-01
KIAA1432,-0.12743397,1.60E-01
PPP2R5C,-0.17220398,1.60E-01
ZNF627,-0.29136257,1.60E-01
TSC22D2,-0.28824442,1.60E-01
FPGS,-0.22518361,1.60E-01
ESR2,0.11409425,1.60E-01
GPN3,-0.18959894,1.60E-01
ANKS1B,-0.34328182,1.60E-01
UCP1,0.11762779,1.60E-01
BCO2,0.30954529,1.60E-01
MDM1,-0.21849427,1.60E-01
C1orf210,0.10556805,1.60E-01
TEX9,0.1155631,1.60E-01
ARHGAP26,0.23670973,1.60E-01
CCDC30,0.20735059,1.60E-01
OR51S1,0.09840281,1.60E-01
SSBP2,0.23681761,1.60E-01
SLC24A3,0.95617554,1.61E-01
ABCC5,-0.2640505,1.61E-01
PLA2G1B,0.11061987,1.61E-01
HSPC072,-0.0774664,1.61E-01
IP6K2,0.24242623,1.61E-01
MPP2,0.13051948,1.61E-01
STARD4,0.11612412,1.61E-01
FAM47E,0.41076133,1.61E-01
---,0.28547123,1.61E-01
KLF12,0.14733553,1.61E-01
CCDC129,0.12688652,1.61E-01
RPS27,0.09462592,1.61E-01
CEP72,-0.20071037,1.61E-01
SLC44A5,0.09717377,1.61E-01
CBS,0.43396989,1.61E-01
ETV1,0.1901719,1.61E-01
RPL26L1,-0.18434649,1.61E-01
RRAD,0.9105532,1.61E-01
YSK4,0.09405081,1.61E-01
ALCAM,-0.1621395,1.61E-01
C4orf29,-0.18236027,1.61E-01
KIAA1704,-0.10613094,1.61E-01
PSG7,0.11974475,1.61E-01
MICB,-0.12501129,1.61E-01
TMEM66,0.11472881,1.61E-01
ANAPC16,0.22259126,1.61E-01
OR6C68,0.15240951,1.61E-01
MRPL48,-0.10977028,1.61E-01
WARS,-0.23070384,1.61E-01
FRK,0.14236706,1.61E-01
CPM,-0.15030839,1.61E-01
SLC19A1,0.27449597,1.61E-01
MAPKAPK5,-0.18358106,1.61E-01
IL1RL1,0.1369719,1.61E-01
C6orf94,0.10328833,1.61E-01
FMR1,-0.14432821,1.61E-01
POLRMT,0.07989995,1.61E-01
TRIM55,-0.09649111,1.61E-01
RGS11,-0.70009954,1.61E-01
CSMD1,0.13154151,1.61E-01
NRK,-0.1215388,1.61E-01
SLC16A5,-0.26404436,1.61E-01
SEC14L2,0.33789364,1.61E-01
CORIN,0.10506775,1.61E-01
SPACA5 /// SPACA5B,0.0939671,1.61E-01
DCAF11,0.17061773,1.61E-01
TSHB,0.1275526,1.61E-01
APPL1,0.22664536,1.61E-01
TRIM71,0.12292115,1.61E-01
TPM3,-0.25661117,1.61E-01
DNAJC9,-0.18456594,1.62E-01
COX11,0.24124328,1.62E-01
ZNF146,-0.14690309,1.62E-01
C10orf118,-0.31808311,1.62E-01
EP400,0.19450156,1.62E-01
ACSM3,-0.14835469,1.62E-01
COX19,-0.23758901,1.62E-01
FBXL14,0.22022735,1.62E-01
NXN,0.10376951,1.62E-01
ACAA1,0.19120209,1.62E-01
SGCZ,0.11173298,1.62E-01
ZNF615,-0.16379926,1.62E-01
LRRC66,-0.13597727,1.62E-01
C5orf41,-0.22700313,1.62E-01
ICAM3,-0.36863296,1.62E-01
OPTN,-0.17665162,1.62E-01
VPS52,-0.12612362,1.62E-01
PLA2G16,0.40761976,1.62E-01
NR1H2,0.17134765,1.62E-01
ACPT,0.10593928,1.62E-01
SNAPC4,0.17006649,1.62E-01
PEF1,-0.18133132,1.62E-01
LAMC2,0.22683596,1.62E-01
ANKRD55,0.13054306,1.62E-01
MAML3,-0.22357373,1.62E-01
HSPA14,-0.16278924,1.62E-01
DMKN,0.09689757,1.62E-01
THUMPD3,-0.1413305,1.62E-01
MET,0.20139128,1.62E-01
C6orf106,0.31345202,1.62E-01
LRP11,0.21955736,1.62E-01
NFIA,0.25291766,1.62E-01
ACPP,0.10688693,1.62E-01
TARS,0.2253384,1.62E-01
CCDC117,-0.16223969,1.62E-01
WARS2,-0.09723258,1.62E-01
TLE3,-0.36481217,1.62E-01
MAVS,-0.33912929,1.62E-01
HLA-DQB1,-0.19673112,1.62E-01
IL16,0.35520252,1.62E-01
ZNF250,0.14068907,1.62E-01
DUSP3,-0.45099579,1.62E-01
PRPF40A,-0.25823374,1.62E-01
TACC3,0.12890583,1.62E-01
TRDN,0.12266639,1.62E-01
FNDC3B,-0.36090563,1.63E-01
RCOR3,-0.25165293,1.63E-01
NEK5,-0.0811414,1.63E-01
